(1, 1, 6),2,[0, 10000, 0.0]
(1, 1, 6),3,[60175, 10000, 6.0175]
(1, 1, 6),4,[124525, 10000, 12.4525]
(1, 1, 6),5,[62500, 10000, 6.25]
(1, 1, 6),6,[60550, 10000, 6.055]
(1, 1, 6),7,[62775, 10000, 6.2775]
(1, 2, 2),0,[0, 10000, 0.0]
(1, 2, 2),1,[125925, 10000, 12.5925]
(1, 2, 2),2,[0, 10000, 0.0]
(1, 2, 2),3,[63625, 10000, 6.3625]
(1, 2, 2),4,[0, 10000, 0.0]
(1, 2, 2),5,[61925, 10000, 6.1925]
(1, 2, 2),6,[63600, 10000, 6.36]
(1, 2, 2),7,[62550, 10000, 6.255]
(1, 2, 3),0,[0, 10000, 0.0]
(1, 2, 3),1,[0, 10000, 0.0]
(1, 2, 3),2,[123000, 10000, 12.3]
(1, 2, 3),3,[63625, 10000, 6.3625]
(1, 2, 3),4,[0, 10000, 0.0]
(1, 2, 3),5,[62550, 10000, 6.255]
(1, 2, 3),6,[63175, 10000, 6.3175]
(1, 2, 3),7,[61525, 10000, 6.1525]
(1, 2, 4),0,[0, 10000, 0.0]
(1, 2, 4),1,[126225, 10000, 12.6225]
(1, 2, 4),2,[0, 10000, 0.0]
(1, 2, 4),3,[62300, 10000, 6.23]
(1, 2, 4),4,[0, 10000, 0.0]
(1, 2, 4),5,[62625, 10000, 6.2625]
(1, 2, 4),6,[63625, 10000, 6.3625]
(1, 2, 4),7,[64225, 10000, 6.4225]
(1, 2, 5),0,[0, 10000, 0.0]
(1, 2, 5),1,[0, 10000, 0.0]
(1, 2, 5),2,[126100, 10000, 12.61]
(1, 2, 5),3,[61550, 10000, 6.155]
(1, 2, 5),4,[0, 10000, 0.0]
(1, 2, 5),5,[60475, 10000, 6.0475]
(1, 2, 5),6,[61200, 10000, 6.12]
(1, 2, 5),7,[63750, 10000, 6.375]
(1, 2, 6),0,[0, 10000, 0.0]
(1, 2, 6),1,[124125, 10000, 12.4125]
(1, 2, 6),2,[0, 10000, 0.0]
(1, 2, 6),3,[62125, 10000, 6.2125]
(1, 2, 6),4,[0, 10000, 0.0]
(1, 2, 6),5,[61350, 10000, 6.135]
(1, 2, 6),6,[63425, 10000, 6.3425]
(1, 2, 6),7,[64525, 10000, 6.4525]
(1, 3, 3),0,[0, 10000, 0.0]
(1, 3, 3),1,[-125875, 10000, -12.5875]
(1, 3, 3),2,[-126375, 10000, -12.6375]
(1, 3, 3),3,[-186050, 10000, -18.605]
(1, 3, 3),4,[-126800, 10000, -12.68]
(1, 3, 3),5,[-186625, 10000, -18.6625]
(1, 3, 3),6,[-187025, 10000, -18.7025]
(1, 3, 3),7,[-186775, 10000, -18.6775]
(1, 3, 4),0,[0, 10000, 0.0]
(1, 3, 4),1,[0, 10000, 0.0]
(1, 3, 4),2,[0, 10000, 0.0]
(1, 3, 4),3,[61575, 10000, 6.1575]
(1, 3, 4),4,[122250, 10000, 12.225]
(1, 3, 4),5,[62675, 10000, 6.2675]
(1, 3, 4),6,[64550, 10000, 6.455]
(1, 3, 4),7,[61875, 10000, 6.1875]
(1, 3, 5),0,[0, 10000, 0.0]
(1, 3, 5),1,[-125250, 10000, -12.525]
(1, 3, 5),2,[-124675, 10000, -12.4675]
(1, 3, 5),3,[-187400, 10000, -18.74]
(1, 3, 5),4,[-124100, 10000, -12.41]
(1, 3, 5),5,[-186750, 10000, -18.675]
(1, 3, 5),6,[-188825, 10000, -18.8825]
(1, 3, 5),7,[-185925, 10000, -18.5925]
(1, 3, 6),0,[0, 10000, 0.0]
(1, 3, 6),1,[0, 10000, 0.0]
(1, 3, 6),2,[0, 10000, 0.0]
(1, 3, 6),3,[63600, 10000, 6.36]
(1, 3, 6),4,[124725, 10000, 12.4725]
(1, 3, 6),5,[63050, 10000, 6.305]
(1, 3, 6),6,[62925, 10000, 6.2925]
(1, 3, 6),7,[62150, 10000, 6.215]
(1, 4, 4),0,[0, 10000, 0.0]
(1, 4, 4),1,[124100, 10000, 12.41]
(1, 4, 4),2,[0, 10000, 0.0]
(1, 4, 4),3,[63500, 10000, 6.35]
(1, 4, 4),4,[0, 10000, 0.0]
(1, 4, 4),5,[62500, 10000, 6.25]
(1, 4, 4),6,[61775, 10000, 6.1775]
(1, 4, 4),7,[60800, 10000, 6.08]
(1, 4, 5),0,[0, 10000, 0.0]
(1, 4, 5),1,[0, 10000, 0.0]
(1, 4, 5),2,[125450, 10000, 12.545]
(1, 4, 5),3,[62850, 10000, 6.285]
(1, 4, 5),4,[0, 10000, 0.0]
(1, 4, 5),5,[63225, 10000, 6.3225]
(1, 4, 5),6,[61075, 10000, 6.1075]
(1, 4, 5),7,[62600, 10000, 6.26]
(1, 4, 6),0,[0, 10000, 0.0]
(1, 4, 6),1,[123550, 10000, 12.355]
(1, 4, 6),2,[0, 10000, 0.0]
(1, 4, 6),3,[63050, 10000, 6.305]
(1, 4, 6),4,[0, 10000, 0.0]
(1, 4, 6),5,[62225, 10000, 6.2225]
(1, 4, 6),6,[61925, 10000, 6.1925]
(1, 4, 6),7,[61825, 10000, 6.1825]
(1, 5, 5),0,[0, 10000, 0.0]
(1, 5, 5),1,[-122725, 10000, -12.2725]
(1, 5, 5),2,[-126350, 10000, -12.635]
(1, 5, 5),3,[-188350, 10000, -18.835]
(1, 5, 5),4,[-125050, 10000, -12.505]
(1, 5, 5),5,[-186725, 10000, -18.6725]
(1, 5, 5),6,[-186625, 10000, -18.6625]
(1, 5, 5),7,[-189275, 10000, -18.9275]
(1, 5, 6),0,[0, 10000, 0.0]
(1, 5, 6),1,[0, 10000, 0.0]
(1, 5, 6),2,[0, 10000, 0.0]
(1, 5, 6),3,[59525, 10000, 5.9525]
(1, 5, 6),4,[125375, 10000, 12.5375]
(1, 5, 6),5,[62450, 10000, 6.245]
(1, 5, 6),6,[62250, 10000, 6.225]
(1, 5, 6),7,[63050, 10000, 6.305]
(1, 6, 6),0,[0, 10000, 0.0]
(1, 6, 6),1,[126000, 10000, 12.6]
(1, 6, 6),2,[0, 10000, 0.0]
(1, 6, 6),3,[62075, 10000, 6.2075]
(1, 6, 6),4,[0, 10000, 0.0]
(1, 6, 6),5,[62825, 10000, 6.2825]
(1, 6, 6),6,[62625, 10000, 6.2625]
(1, 6, 6),7,[63925, 10000, 6.3925]
(2, 2, 2),0,[0, 10000, 0.0]
(2, 2, 2),1,[-125100, 10000, -12.51]
(2, 2, 2),2,[-123275, 10000, -12.3275]
(2, 2, 2),3,[-187975, 10000, -18.7975]
(2, 2, 2),4,[-124400, 10000, -12.44]
(2, 2, 2),5,[-187750, 10000, -18.775]
(2, 2, 2),6,[-188650, 10000, -18.865]
(2, 2, 2),7,[-187100, 10000, -18.71]
(2, 2, 3),0,[0, 10000, 0.0]
(2, 2, 3),1,[0, 10000, 0.0]
(2, 2, 3),2,[0, 10000, 0.0]
(2, 2, 3),3,[61775, 10000, 6.1775]
(2, 2, 3),4,[124150, 10000, 12.415]
(2, 2, 3),5,[61125, 10000, 6.1125]
(2, 2, 3),6,[62800, 10000, 6.28]
(2, 2, 3),7,[62050, 10000, 6.205]
(2, 2, 4),0,[0, 10000, 0.0]
(2, 2, 4),1,[-124025, 10000, -12.4025]
(2, 2, 4),2,[-124350, 10000, -12.435]
(2, 2, 4),3,[-187250, 10000, -18.725]
(2, 2, 4),4,[-123400, 10000, -12.34]
(2, 2, 4),5,[-186925, 10000, -18.6925]
(2, 2, 4),6,[-187625, 10000, -18.7625]
(2, 2, 4),7,[-189450, 10000, -18.945]
(2, 2, 5),0,[0, 10000, 0.0]
(2, 2, 5),1,[0, 10000, 0.0]
(2, 2, 5),2,[0, 10000, 0.0]
(2, 2, 5),3,[65825, 10000, 6.5825]
(2, 2, 5),4,[125400, 10000, 12.54]
(2, 2, 5),5,[61575, 10000, 6.1575]
(2, 2, 5),6,[63300, 10000, 6.33]
(2, 2, 5),7,[61875, 10000, 6.1875]
(2, 2, 6),0,[0, 10000, 0.0]
(2, 2, 6),1,[-126100, 10000, -12.61]
(2, 2, 6),2,[-125650, 10000, -12.565]
(2, 2, 6),3,[-186700, 10000, -18.67]
(2, 2, 6),4,[-123575, 10000, -12.3575]
(2, 2, 6),5,[-185150, 10000, -18.515]
(2, 2, 6),6,[-188425, 10000, -18.8425]
(2, 2, 6),7,[-187800, 10000, -18.78]
(2, 3, 3),0,[0, 10000, 0.0]
(2, 3, 3),1,[124925, 10000, 12.4925]
(2, 3, 3),2,[0, 10000, 0.0]
(2, 3, 3),3,[60900, 10000, 6.09]
(2, 3, 3),4,[0, 10000, 0.0]
(2, 3, 3),5,[60950, 10000, 6.095]
(2, 3, 3),6,[62425, 10000, 6.2425]
(2, 3, 3),7,[62100, 10000, 6.21]
(2, 3, 4),0,[0, 10000, 0.0]
(2, 3, 4),1,[0, 10000, 0.0]
(2, 3, 4),2,[126800, 10000, 12.68]
(2, 3, 4),3,[61050, 10000, 6.105]
(2, 3, 4),4,[0, 10000, 0.0]
(2, 3, 4),5,[62350, 10000, 6.235]
(2, 3, 4),6,[63450, 10000, 6.345]
(2, 3, 4),7,[63075, 10000, 6.3075]
(2, 3, 5),0,[0, 10000, 0.0]
(2, 3, 5),1,[126675, 10000, 12.6675]
(2, 3, 5),2,[0, 10000, 0.0]
(2, 3, 5),3,[64150, 10000, 6.415]
(2, 3, 5),4,[0, 10000, 0.0]
(2, 3, 5),5,[62850, 10000, 6.285]
(2, 3, 5),6,[60625, 10000, 6.0625]
(2, 3, 5),7,[61450, 10000, 6.145]
(2, 3, 6),0,[0, 10000, 0.0]
(2, 3, 6),1,[0, 10000, 0.0]
(2, 3, 6),2,[124550, 10000, 12.455]
(2, 3, 6),3,[61675, 10000, 6.1675]
(2, 3, 6),4,[0, 10000, 0.0]
(2, 3, 6),5,[60950, 10000, 6.095]
(2, 3, 6),6,[62050, 10000, 6.205]
(2, 3, 6),7,[63225, 10000, 6.3225]
(2, 4, 4),0,[0, 10000, 0.0]
(2, 4, 4),1,[-124600, 10000, -12.46]
(2, 4, 4),2,[-123925, 10000, -12.3925]
(2, 4, 4),3,[-185550, 10000, -18.555]
(2, 4, 4),4,[-125075, 10000, -12.5075]
(2, 4, 4),5,[-186150, 10000, -18.615]
(2, 4, 4),6,[-188825, 10000, -18.8825]
(2, 4, 4),7,[-187700, 10000, -18.77]
(2, 4, 5),0,[0, 10000, 0.0]
(2, 4, 5),1,[0, 10000, 0.0]
(2, 4, 5),2,[0, 10000, 0.0]
(2, 4, 5),3,[64900, 10000, 6.49]
(2, 4, 5),4,[125050, 10000, 12.505]
(2, 4, 5),5,[63625, 10000, 6.3625]
(2, 4, 5),6,[62200, 10000, 6.22]
(2, 4, 5),7,[62925, 10000, 6.2925]
(2, 4, 6),0,[0, 10000, 0.0]
(2, 4, 6),1,[-125350, 10000, -12.535]
(2, 4, 6),2,[-126050, 10000, -12.605]
(2, 4, 6),3,[-188550, 10000, -18.855]
(2, 4, 6),4,[-126225, 10000, -12.6225]
(2, 4, 6),5,[-186350, 10000, -18.635]
(2, 4, 6),6,[-186825, 10000, -18.6825]
(2, 4, 6),7,[-187025, 10000, -18.7025]
(2, 5, 5),0,[0, 10000, 0.0]
(2, 5, 5),1,[124850, 10000, 12.485]
(2, 5, 5),2,[0, 10000, 0.0]
(2, 5, 5),3,[62175, 10000, 6.2175]
(2, 5, 5),4,[0, 10000, 0.0]
(2, 5, 5),5,[62100, 10000, 6.21]
(2, 5, 5),6,[63475, 10000, 6.3475]
(2, 5, 5),7,[63150, 10000, 6.315]
(2, 5, 6),0,[0, 10000, 0.0]
(2, 5, 6),1,[0, 10000, 0.0]
(2, 5, 6),2,[126350, 10000, 12.635]
(2, 5, 6),3,[61750, 10000, 6.175]
(2, 5, 6),4,[0, 10000, 0.0]
(2, 5, 6),5,[61625, 10000, 6.1625]
(2, 5, 6),6,[62050, 10000, 6.205]
(2, 5, 6),7,[62950, 10000, 6.295]
(2, 6, 6),0,[0, 10000, 0.0]
(2, 6, 6),1,[-123725, 10000, -12.3725]
(2, 6, 6),2,[-125475, 10000, -12.5475]
(2, 6, 6),3,[-187375, 10000, -18.7375]
(2, 6, 6),4,[-123850, 10000, -12.385]
(2, 6, 6),5,[-186900, 10000, -18.69]
(2, 6, 6),6,[-188075, 10000, -18.8075]
(2, 6, 6),7,[-189225, 10000, -18.9225]
(3, 3, 3),0,[0, 10000, 0.0]
(3, 3, 3),1,[-124375, 10000, -12.4375]
(3, 3, 3),2,[-123725, 10000, -12.3725]
(3, 3, 3),3,[-187650, 10000, -18.765]
(3, 3, 3),4,[-124250, 10000, -12.425]
(3, 3, 3),5,[-188925, 10000, -18.8925]
(3, 3, 3),6,[-185300, 10000, -18.53]
(3, 3, 3),7,[-187600, 10000, -18.76]
(3, 3, 4),0,[0, 10000, 0.0]
(3, 3, 4),1,[0, 10000, 0.0]
(3, 3, 4),2,[0, 10000, 0.0]
(3, 3, 4),3,[61275, 10000, 6.1275]
(3, 3, 4),4,[123925, 10000, 12.3925]
(3, 3, 4),5,[63275, 10000, 6.3275]
(3, 3, 4),6,[62650, 10000, 6.265]
(3, 3, 4),7,[63100, 10000, 6.31]
(3, 3, 5),0,[0, 10000, 0.0]
(3, 3, 5),1,[-124450, 10000, -12.445]
(3, 3, 5),2,[-124600, 10000, -12.46]
(3, 3, 5),3,[-186825, 10000, -18.6825]
(3, 3, 5),4,[-125225, 10000, -12.5225]
(3, 3, 5),5,[-187825, 10000, -18.7825]
(3, 3, 5),6,[-188825, 10000, -18.8825]
(3, 3, 5),7,[-187075, 10000, -18.7075]
(3, 3, 6),0,[0, 10000, 0.0]
(3, 3, 6),1,[0, 10000, 0.0]
(3, 3, 6),2,[0, 10000, 0.0]
(3, 3, 6),3,[62200, 10000, 6.22]
(3, 3, 6),4,[123775, 10000, 12.3775]
(3, 3, 6),5,[63600, 10000, 6.36]
(3, 3, 6),6,[62600, 10000, 6.26]
(3, 3, 6),7,[61200, 10000, 6.12]
(3, 4, 4),0,[0, 10000, 0.0]
(3, 4, 4),1,[127475, 10000, 12.7475]
(3, 4, 4),2,[0, 10000, 0.0]
(3, 4, 4),3,[62025, 10000, 6.2025]
(3, 4, 4),4,[0, 10000, 0.0]
(3, 4, 4),5,[62775, 10000, 6.2775]
(3, 4, 4),6,[62300, 10000, 6.23]
(3, 4, 4),7,[62100, 10000, 6.21]
(3, 4, 5),0,[0, 10000, 0.0]
(3, 4, 5),1,[0, 10000, 0.0]
(3, 4, 5),2,[124875, 10000, 12.4875]
(3, 4, 5),3,[62775, 10000, 6.2775]
(3, 4, 5),4,[0, 10000, 0.0]
(3, 4, 5),5,[62975, 10000, 6.2975]
(3, 4, 5),6,[63000, 10000, 6.3]
(3, 4, 5),7,[61725, 10000, 6.1725]
(3, 4, 6),0,[0, 10000, 0.0]
(3, 4, 6),1,[125800, 10000, 12.58]
(3, 4, 6),2,[0, 10000, 0.0]
(3, 4, 6),3,[61350, 10000, 6.135]
(3, 4, 6),4,[0, 10000, 0.0]
(3, 4, 6),5,[63125, 10000, 6.3125]
(3, 4, 6),6,[62375, 10000, 6.2375]
(3, 4, 6),7,[63000, 10000, 6.3]
(3, 5, 5),0,[0, 10000, 0.0]
(3, 5, 5),1,[-125675, 10000, -12.5675]
(3, 5, 5),2,[-125350, 10000, -12.535]
(3, 5, 5),3,[-187300, 10000, -18.73]
(3, 5, 5),4,[-123275, 10000, -12.3275]
(3, 5, 5),5,[-187400, 10000, -18.74]
(3, 5, 5),6,[-187575, 10000, -18.7575]
(3, 5, 5),7,[-188225, 10000, -18.8225]
(3, 5, 6),0,[0, 10000, 0.0]
(3, 5, 6),1,[0, 10000, 0.0]
(3, 5, 6),2,[0, 10000, 0.0]
(3, 5, 6),3,[64100, 10000, 6.41]
(3, 5, 6),4,[126325, 10000, 12.6325]
(3, 5, 6),5,[62250, 10000, 6.225]
(3, 5, 6),6,[63825, 10000, 6.3825]
(3, 5, 6),7,[61500, 10000, 6.15]
(3, 6, 6),0,[0, 10000, 0.0]
(3, 6, 6),1,[124475, 10000, 12.4475]
(3, 6, 6),2,[0, 10000, 0.0]
(3, 6, 6),3,[62400, 10000, 6.24]
(3, 6, 6),4,[0, 10000, 0.0]
(3, 6, 6),5,[60225, 10000, 6.0225]
(3, 6, 6),6,[60825, 10000, 6.0825]
(3, 6, 6),7,[60500, 10000, 6.05]
(4, 4, 4),0,[0, 10000, 0.0]
(4, 4, 4),1,[-123125, 10000, -12.3125]
(4, 4, 4),2,[-124425, 10000, -12.4425]
(4, 4, 4),3,[-186800, 10000, -18.68]
(4, 4, 4),4,[-126050, 10000, -12.605]
(4, 4, 4),5,[-187825, 10000, -18.7825]
(4, 4, 4),6,[-186025, 10000, -18.6025]
(4, 4, 4),7,[-186600, 10000, -18.66]
(4, 4, 5),0,[0, 10000, 0.0]
(4, 4, 5),1,[0, 10000, 0.0]
(4, 4, 5),2,[0, 10000, 0.0]
(4, 4, 5),3,[63575, 10000, 6.3575]
(4, 4, 5),4,[124700, 10000, 12.47]
(4, 4, 5),5,[62150, 10000, 6.215]
(4, 4, 5),6,[62850, 10000, 6.285]
(4, 4, 5),7,[62450, 10000, 6.245]
(4, 4, 6),0,[0, 10000, 0.0]
(4, 4, 6),1,[-123450, 10000, -12.345]
(4, 4, 6),2,[-125300, 10000, -12.53]
(4, 4, 6),3,[-187550, 10000, -18.755]
(4, 4, 6),4,[-127150, 10000, -12.715]
(4, 4, 6),5,[-185975, 10000, -18.5975]
(4, 4, 6),6,[-186575, 10000, -18.6575]
(4, 4, 6),7,[-189475, 10000, -18.9475]
(4, 5, 5),0,[0, 10000, 0.0]
(4, 5, 5),1,[124350, 10000, 12.435]
(4, 5, 5),2,[0, 10000, 0.0]
(4, 5, 5),3,[63925, 10000, 6.3925]
(4, 5, 5),4,[0, 10000, 0.0]
(4, 5, 5),5,[62350, 10000, 6.235]
(4, 5, 5),6,[62950, 10000, 6.295]
(4, 5, 5),7,[62175, 10000, 6.2175]
(4, 5, 6),0,[0, 10000, 0.0]
(4, 5, 6),1,[0, 10000, 0.0]
(4, 5, 6),2,[125175, 10000, 12.5175]
(4, 5, 6),3,[60775, 10000, 6.0775]
(4, 5, 6),4,[0, 10000, 0.0]
(4, 5, 6),5,[63000, 10000, 6.3]
(4, 5, 6),6,[64450, 10000, 6.445]
(4, 5, 6),7,[62550, 10000, 6.255]
(4, 6, 6),0,[0, 10000, 0.0]
(4, 6, 6),1,[-126100, 10000, -12.61]
(4, 6, 6),2,[-125600, 10000, -12.56]
(4, 6, 6),3,[-185800, 10000, -18.58]
(4, 6, 6),4,[-123325, 10000, -12.3325]
(4, 6, 6),5,[-185875, 10000, -18.5875]
(4, 6, 6),6,[-188975, 10000, -18.8975]
(4, 6, 6),7,[-187775, 10000, -18.7775]
(5, 5, 5),0,[0, 10000, 0.0]
(5, 5, 5),1,[-125400, 10000, -12.54]
(5, 5, 5),2,[-123900, 10000, -12.39]
(5, 5, 5),3,[-186175, 10000, -18.6175]
(5, 5, 5),4,[-125775, 10000, -12.5775]
(5, 5, 5),5,[-186725, 10000, -18.6725]
(5, 5, 5),6,[-187200, 10000, -18.72]
(5, 5, 5),7,[-186300, 10000, -18.63]
(5, 5, 6),0,[0, 10000, 0.0]
(5, 5, 6),1,[0, 10000, 0.0]
(5, 5, 6),2,[0, 10000, 0.0]
(5, 5, 6),3,[62875, 10000, 6.2875]
(5, 5, 6),4,[127800, 10000, 12.78]
(5, 5, 6),5,[64375, 10000, 6.4375]
(5, 5, 6),6,[62925, 10000, 6.2925]
(5, 5, 6),7,[62500, 10000, 6.25]
(5, 6, 6),0,[0, 10000, 0.0]
(5, 6, 6),1,[126625, 10000, 12.6625]
(5, 6, 6),2,[0, 10000, 0.0]
(5, 6, 6),3,[63775, 10000, 6.3775]
(5, 6, 6),4,[0, 10000, 0.0]
(5, 6, 6),5,[62850, 10000, 6.285]
(5, 6, 6),6,[62350, 10000, 6.235]
(5, 6, 6),7,[63325, 10000, 6.3325]
(6, 6, 6),0,[0, 10000, 0.0]
(6, 6, 6),1,[-125900, 10000, -12.59]
(6, 6, 6),2,[-125250, 10000, -12.525]
(6, 6, 6),3,[-186600, 10000, -18.66]
(6, 6, 6),4,[-124950, 10000, -12.495]
(6, 6, 6),5,[-185850, 10000, -18.585]
(6, 6, 6),6,[-187475, 10000, -18.7475]
(6, 6, 6),7,[-187775, 10000, -18.7775]
